id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
40035897,"The Business Flat Las Vegas Peaceful, Fun room #2",294951735,Kalynn,,City of Las Vegas,36.15068,-115.11789,Private room,29,2,2,2020-01-22,0.13,2,11
40038773,Home away from home,308810926,Solidad,,City of Las Vegas,36.18174,-115.17357,Private room,52,1,11,2020-09-06,0.65,1,354
40040736,2 BEDROOM 2 BATH CONDO-NEAR STRIP-FREE PARKING,64646820,Michelle,,Unincorporated Areas,36.09912,-115.16636,Private room,192,3,8,2020-07-15,0.47,25,0
40040915,Wyndham Grand Desert Resort ~ 1B ~ Sleeps 4!,243470944,Resort Stay,,Unincorporated Areas,36.10764,-115.16061,Entire home/apt,103,2,8,2020-11-13,0.47,6,0
40042081,VEGAS Stripview High Floor Palms Place Condo Z,5775724,Cassandra And Bryan,,Unincorporated Areas,36.11332,-115.19818,Entire home/apt,106,1,15,2021-04-19,0.90,20,106
40043357,Relaxing Vegas Resort 1 Bdrm Suite near MGM Grand,164971898,Tom,,Unincorporated Areas,36.09729,-115.16793,Private room,170,2,0,,,20,10
40043441,Relaxing Vegas Resort 1 Bdrm Suite near MGM Grand,164971898,Tom,,Unincorporated Areas,36.0989,-115.16834,Private room,170,2,2,2020-08-05,0.13,20,10
40044417,Newly Remodeled Home - 10 mins to Vegas Strip!,85018059,Amy,,City of Henderson,36.04794,-115.10935,Entire home/apt,248,2,41,2021-04-05,2.47,1,73
40045827,1 BR Center Strip Suite-NoResort Fees/FreeParking!,1772843,Sheila,,Unincorporated Areas,36.1092,-115.17583,Entire home/apt,119,3,1,2020-01-11,0.06,19,320
40046762,"Condo Near All of Mesquite's Attractions, Golf & More",384091113,RedAwning Guest Services,,City of Mesquite,36.82216,-114.06034,Entire home/apt,167,1,0,,,94,363
40063201,Spacious Hipster Home 3 BDR-5 MIN to Downtown,35585912,,,City of North Las Vegas,36.20508,-115.10668,Entire home/apt,79,2,58,2021-04-02,3.32,10,243
40063627,Large luxurious 4BR House,16067245,Jason,,Unincorporated Areas,36.03237,-115.11662,Entire home/apt,280,30,41,2021-02-08,2.38,1,1
40064714,Luxury Mini Suite For 4,241360411,Leo & Yani,,Unincorporated Areas,36.16645,-115.05057,Private room,61,2,36,2021-04-16,2.15,2,352
40065642,SPACIOUS MODERN HOME - 4 miles from strip!,25105,Irene,,Unincorporated Areas,36.11034,-115.23332,Entire home/apt,200,28,41,2021-03-31,2.38,7,99
40066752,Great 4B2B beautiful single house!!,289759563,Zipeng,,Unincorporated Areas,36.02535,-115.29167,Entire home/apt,298,31,1,2020-01-01,0.06,3,88
40067724,Westgate Resort & Casino,309077588,Andrew Cynthia,,Unincorporated Areas,36.13694,-115.15399,Private room,2000,3,0,,,1,90
40068288,Relaxing Vegas Resort 1 Bdrm Suite near MGM Grand,164971898,Tom,,Unincorporated Areas,36.0971,-115.16652,Private room,170,2,3,2021-03-10,0.19,20,10
40068373,Relaxing Vegas Resort 1 bedrm suite near MGM Grand,249228067,Carol,,Unincorporated Areas,36.09765,-115.16803,Private room,99,2,1,2019-11-30,0.06,9,0
40068748,Long-Term Cozy Bedroom by Summerlin with Pool !!,36286498,Oldřich,,City of Las Vegas,36.22104,-115.30276,Private room,60,31,5,2020-02-26,0.29,3,115
40070486,Relaxing Vegas Resort 1 Bdrm Suite near MGM,164971898,Tom,,Unincorporated Areas,36.09715,-115.16794,Private room,170,2,0,,,20,0
40072008,Elara/Hilton-1 BR Suite-Center Strip-No Resort Fee,125196489,Jason,,Unincorporated Areas,36.10953,-115.168,Private room,250,2,6,2021-04-18,0.79,7,25
40082933,Breathtaking Views near everything in Las Vegas,62575719,Damon,,City of Henderson,36.01503,-115.11385,Entire home/apt,392,2,24,2021-04-18,1.53,1,234
40084075,451 Townhome,15967605,Ally/Jack,,City of Henderson,36.05609,-114.99918,Entire home/apt,55,31,2,2020-09-05,0.23,10,140
40092951,Apartment 5min from the  Strip,309078638,Neide,,Unincorporated Areas,36.12006,-115.19233,Private room,120,1,4,2020-03-15,0.24,1,177
40095507,Cozy Single Story Home 3Bedrooms /3 full bath,199627300,Yibin,,Unincorporated Areas,36.0921,-115.3099,Entire home/apt,257,3,19,2020-11-16,1.09,1,0
40097376,Las Vegas.Marriott.1BDRM.2BEDs.CES(No Resort Fee),38709014,Yan,,Unincorporated Areas,36.10637,-115.1689,Private room,139,7,3,2020-01-11,0.18,2,0
40098918,Vegas Plus/5minute toConventionCenter/LasVegasBlvd,249149048,Bill W.,,Unincorporated Areas,36.13264,-115.11735,Entire home/apt,350,1,30,2020-10-27,1.72,1,126
40101013,Polo Towers Studio Suites 2,18411587,Gary,,Unincorporated Areas,36.1062,-115.17175,Entire home/apt,75,3,2,2020-08-26,0.13,9,0
40111246,Townhouse near the Strip and Airport-Quiet,212660832,David,,Unincorporated Areas,36.08957,-115.13469,Entire home/apt,137,3,18,2021-03-08,1.08,2,63
40115670,Cozy room in Mountains Edge,57448229,Katrina,,Unincorporated Areas,36.01811,-115.29346,Private room,39,2,1,2020-01-25,0.07,3,7
40116113,Balcony Suite with Fire Place and 5 Swimming Pools,25102378,Vegas,,Unincorporated Areas,36.11729,-115.16397,Private room,284,2,6,2021-04-11,0.45,47,358
40116575,"2BD-Pools, Cabanas, Hot tubs, Gym, Free Parking!",263243483,Luxorts,,Unincorporated Areas,36.12229,-115.18369,Entire home/apt,282,3,0,,,32,296
40118471,MODERN & ELEGANT ROOM NEAR THE MOUNTAIN !!!,309589726,Alfonso,,City of Las Vegas,36.22906,-115.26587,Private room,40,1,11,2020-03-14,0.65,1,31
40120460,The Dover House,271593910,Peter,,City of North Las Vegas,36.23434,-115.17342,Private room,30,1,9,2020-03-16,0.55,2,49
40123558,Luxury off the strip 5 star Sanitized & protected,121963818,Stephane,,City of Henderson,36.0423,-115.10889,Entire home/apt,421,2,55,2021-04-15,3.20,2,72
40134561,Vegas Suite! Private Entry!,309730326,Danays,,Unincorporated Areas,36.09261,-115.06484,Private room,49,1,42,2021-03-06,2.51,1,238
40135528,The Impressive Vacation Place!,33606197,Corina,,Unincorporated Areas,36.04761,-115.26111,Entire home/apt,76,28,0,,,29,294
40137614,"2Bd Margarita Maker, Pools, Cabanas, Hot tubs +",263243483,Luxorts,,Unincorporated Areas,36.12204,-115.18476,Entire home/apt,311,3,0,,,32,209
40143815,Private Master Bedroom.,302792799,Winter,,Unincorporated Areas,36.08052,-115.25198,Private room,43,2,1,2020-01-08,0.06,2,111
40143904,private Guest  house #2,288719529,Odalys,,Unincorporated Areas,36.10202,-115.24811,Entire home/apt,55,2,47,2021-04-16,2.95,2,19
40152119,"Wyndham Grand Desert, Las Vegas, NV(#1)",300073778,James,,Unincorporated Areas,36.10793,-115.16139,Entire home/apt,194,2,2,2020-03-15,0.15,3,245
40152161,Tahiti Village On Las Vegas Strip!,296130757,Jay,,Unincorporated Areas,36.0601,-115.169,Entire home/apt,165,7,0,,,3,356
40152402,The Grandview at Las Vegas Suite # 2,171388807,Janet,,Unincorporated Areas,36.00956,-115.17497,Private room,150,5,2,2021-03-24,0.32,3,168
40157501,Tahiti Village On Las Vegas Strip!,296130757,Jay,,Unincorporated Areas,36.05882,-115.17058,Entire home/apt,190,7,0,,,3,274
40158395,Resort Home Experience - 10 min to Strip,309586242,5 Eagles Co.,,Unincorporated Areas,36.06305,-115.19049,Entire home/apt,499,31,0,,,1,179
40162248,LUXURY 4bdrm Presidential Penthouse Suite,27647066,Ava,,Unincorporated Areas,36.12196,-115.18412,Entire home/apt,597,3,15,2021-04-12,0.98,19,0
40163505,AMAZING VIEWS 3bdrm Presidential Penthouse Suite,27647066,Ava,,Unincorporated Areas,36.12259,-115.18461,Entire home/apt,497,3,14,2021-04-12,0.92,19,0
40172115,Casa De Sunrise Casita - Your  Quiet Retreat,44212545,Barb & Jim,,Unincorporated Areas,36.16684,-115.01728,Entire home/apt,219,3,29,2021-02-27,2.66,9,347
40178430,"Nice One Bedroom Suite, Washer, Dryer, Gated",187265371,Arturo,,Unincorporated Areas,35.9917,-115.25963,Entire home/apt,65,30,8,2021-03-31,0.53,1,198
40182301,Fabulous Resort stay at Wyndham Grand Desert,258419431,Melissa And Sean,,Unincorporated Areas,36.10762,-115.16055,Entire home/apt,350,3,0,,,1,3
40184315,Beautiful House.,307999554,Janelys,,Unincorporated Areas,36.17156,-115.04894,Entire home/apt,260,3,0,,,1,31
40186099,Isabel’s Luxury House 2,239364487,Maria Isabel,,Unincorporated Areas,36.134,-115.07925,Entire home/apt,43,31,34,2021-02-20,1.97,2,10
40205753,5 bedrooms in a 3400sqft house vs private pool&spa,305808715,莉莉,,Unincorporated Areas,36.10865,-115.29267,Entire home/apt,400,10,18,2020-10-04,1.19,3,49
40214435,Upgraded Luxury 2/2 King Stripview with Cable,26805375,Ace,,Unincorporated Areas,36.12196,-115.1901,Entire home/apt,100,2,41,2021-04-10,2.40,4,74
40216053,Private Bedroom and Bath in Southern Highlands!,219834893,Jenn,,Unincorporated Areas,35.98921,-115.24418,Private room,40,1,10,2020-05-31,0.58,1,172
40226104,Two Bedroom Suite On The Heart Of The Strip.,109918256,Michael,,Unincorporated Areas,36.10978,-115.17414,Entire home/apt,115,3,11,2021-03-22,0.72,8,49
40229687,VEGAS Luxury Stripview Balcony Palms Place JE,5775724,Cassandra And Bryan,,Unincorporated Areas,36.11482,-115.20005,Entire home/apt,98,1,69,2021-04-19,4.09,20,180
40233186,Extended Stay near Summerlin Pwy & Red Rock Canyon,146799634,Desert Escape Residences,,City of Las Vegas,36.16658,-115.27015,Entire home/apt,95,31,9,2021-03-18,0.63,16,0
40234043,"Two Bedroom Luxury Condo, Las Vegas (A558)",309747570,William,,City of Las Vegas,36.17101,-115.13918,Private room,223,5,0,,,4,7
40238619,Vegas 1 BDR cute home away,75827202,Kelly,,Unincorporated Areas,36.09804,-115.16661,Entire home/apt,115,2,39,2021-04-10,2.38,13,39
40239776,"Sweet Home2,",310786317,Donald,,Unincorporated Areas,36.13132,-115.24323,Entire home/apt,135,2,6,2020-03-15,0.38,1,0
40256987,Clean-Quiet-Cozy 3 Bd/2 Ba Condo,76722340,Ariel,,Unincorporated Areas,36.12851,-115.29511,Entire home/apt,150,7,5,2020-01-29,0.30,1,110
40260315,Lovely Smart Home! 6 beds! 12 mins to Strip & ✈️!,294967403,Yuna,,Unincorporated Areas,36.03579,-115.25734,Entire home/apt,419,3,14,2021-04-11,0.82,1,27
40260737,Nashy's place on the Strip,131612734,Damon,,Unincorporated Areas,36.12527,-115.17454,Entire home/apt,50,1,110,2021-04-18,6.43,9,52
40261537,#26 Floor Strip View Balcony Suite NO RESORT FEE!,225650025,EProNet,,Unincorporated Areas,36.1153,-115.19863,Entire home/apt,70,1,70,2021-04-18,4.84,7,16
40262300,Relaxing Vegas Resort 1 bedrm suite near MGM Grand,249228067,Carol,,Unincorporated Areas,36.09787,-115.16663,Private room,99,2,2,2020-01-12,0.13,9,0
40263311,Cozy Lake Las Vegas Retreat,6379502,Amber,,City of Henderson,36.10554,-114.93185,Entire home/apt,63,30,24,2021-03-17,1.41,3,314
40264056,Tahiti Village 2 room suite,107956626,Tyler,,Unincorporated Areas,36.06008,-115.17039,Private room,225,4,1,2021-03-08,0.64,2,0
40266191,Gorgeous 3 bedroom home with pool- Great Location!,99955383,J,,City of North Las Vegas,36.24129,-115.17546,Entire home/apt,97,30,6,2021-03-30,0.74,3,121
40266649,#SA1# Wyndham Grand Desert - 1 BR Suite,78679311,Sekar,,Unincorporated Areas,36.10711,-115.16159,Entire home/apt,186,2,1,2019-12-08,0.06,9,0
40267914,#SA3# Wyndham Grand Desert - 1 BR Suite,78679311,Sekar,,Unincorporated Areas,36.10711,-115.16159,Entire home/apt,186,2,0,,,9,0
40268043,#SA2# Wyndham Grand Desert - 1 BR Suite,78679311,Sekar,,Unincorporated Areas,36.10711,-115.16159,Entire home/apt,186,2,0,,,9,0
40268204,"COZY KOKETA
1.5mi-Vegas BLV
2mi-ConventionCenter",195486791,Yamina,,City of Las Vegas,36.1493,-115.11545,Entire home/apt,96,1,44,2021-04-18,2.62,2,353
40270625,B- Newly Renovated 2 BR 1 Bath Apartment 2nd Floor,12358169,Orsi/Erica,,City of Las Vegas,36.18019,-115.13891,Entire home/apt,86,31,0,,,6,343
40276683,Gorgeous Lake Las Vegas Retreat,6379502,Amber,,City of Henderson,36.10438,-114.93164,Entire home/apt,63,30,19,2021-02-28,1.14,3,262
40284092,Tahiti All-Suite Resort,157513491,Gary,,Unincorporated Areas,36.0997,-115.21012,Entire home/apt,130,6,0,,,1,0
40285046,The North Las Vegas Escape near Fremont & LV Strip,149640213,Ray,,City of North Las Vegas,36.19427,-115.12793,Entire home/apt,75,2,23,2021-04-02,1.37,3,331
40285540,2BEDROOM CONDO-WALK TO STRIP-NEAR MGM GRAND,64646820,Michelle,,Unincorporated Areas,36.09726,-115.16665,Entire home/apt,153,4,7,2020-07-11,0.43,25,39
40288953,STUNNING 2bdrm Presidential Penthouse Suite,27647066,Ava,,Unincorporated Areas,36.12275,-115.18312,Entire home/apt,397,2,1,2020-09-13,0.14,19,0
40288972,WorldMark Las Vegas - Tropicana Avenue,265181905,Dana,,Unincorporated Areas,36.10159,-115.21246,Entire home/apt,250,3,0,,,1,180
40289999,2 bedroom 2 bath condo-walk to strip-free parking,64646820,Michelle,,Unincorporated Areas,36.09747,-115.16643,Entire home/apt,175,4,6,2020-02-19,0.38,25,36
40290962,HGV 2 Bedroom Suite Hilton on the strip,311259663,Sarquan,,Unincorporated Areas,36.13908,-115.16076,Entire home/apt,500,3,0,,,1,180
40292254,#1 cozy room near strip,311051031,Yunfeng,,Unincorporated Areas,36.14091,-115.20769,Private room,23,31,5,2021-01-07,0.34,13,326
40292466,2 bedroom 2 bath Condo-Walk to strip-free parking,64646820,Michelle,,Unincorporated Areas,36.09773,-115.16762,Entire home/apt,193,2,9,2020-03-12,0.55,25,30
40295232,1 Private Bedroom Suite,168177485,Kevin,,City of Las Vegas,36.16011,-115.14792,Private room,300,3,0,,,1,89
40311505,Fun Studio #3 close to Vegas Strip & Downtown,68630349,Zizel,,Unincorporated Areas,36.19327,-115.19479,Entire home/apt,59,1,64,2021-04-16,4.44,13,117
40311561,Spacious studio #2 close to Vegas strip & Downtown,68630349,Zizel,,Unincorporated Areas,36.19375,-115.19271,Entire home/apt,65,1,68,2021-04-14,4.43,13,121
40312672,Heart Of The Strip Deluxe One Bedroom 6 People Max,109918256,Michael,,Unincorporated Areas,36.11042,-115.17543,Private room,113,3,4,2021-01-24,0.26,8,67
40313517,WALK TO THE STRIP! 1bed1bath condo-sleeps4,64646820,Michelle,,Unincorporated Areas,36.09926,-115.16626,Entire home/apt,150,3,7,2020-07-22,0.44,25,36
40313885,SHARED (STUDIO),300857801,Sin,,Unincorporated Areas,36.10618,-115.15419,Shared room,22,14,0,,,3,179
40314752,LUX 2 BDR VEGAS CES,75827202,Kelly,,Unincorporated Areas,36.09855,-115.16634,Entire home/apt,149,2,20,2021-04-13,1.19,13,25
40315713,Open Space 3/2 House w/ Garage. 4 miles from Strip,311527129,Johnny,,Unincorporated Areas,36.10532,-115.22801,Entire home/apt,139,2,59,2021-04-18,3.54,1,67
40318814,Wyndham Tropicana at Las Vegas * 2 Bedroom,23366133,Rob & Julia,,Unincorporated Areas,36.10043,-115.21346,Entire home/apt,275,2,0,,,7,365
40321979,Modern 4 BR/2.5 BA house!  8 Mins from the Strip!,62339195,Hao,,Unincorporated Areas,36.12292,-115.21814,Entire home/apt,226,3,44,2021-04-07,2.62,1,23
40322993,Cozy large master bedroom in quiet neighborhood,311388412,Tienpao,,Unincorporated Areas,35.99078,-115.19362,Private room,50,1,0,,,1,89
40323373,"Grand Desert resort, 2 BR- Del, 2 BA, 8 Guests",175066273,Roger,,Unincorporated Areas,36.10637,-115.16126,Entire home/apt,170,3,7,2021-04-08,0.84,8,3
40327170,WorldMark Las Vegas - Boulevard (#1),300073778,James,,Unincorporated Areas,36.03285,-115.17233,Entire home/apt,194,2,4,2021-02-14,0.46,3,245
40328164,Mountains Edge Home with Jacuzzi,57448229,Katrina,,Unincorporated Areas,36.01873,-115.29318,Entire home/apt,170,6,28,2021-04-20,1.74,3,29
40329450,COZY GETAWAY w/Vaulted ceilings -6 miles to strip,25105,Irene,,Unincorporated Areas,36.01096,-115.147,Entire home/apt,274,2,53,2021-04-15,3.21,7,112
40331445,#2 cozy room near strip,311051031,Yunfeng,,City of Las Vegas,36.14085,-115.20601,Private room,23,31,2,2020-09-10,0.16,13,220
40331512,#3 cozy room near strip,311051031,Yunfeng,,City of Las Vegas,36.13893,-115.20585,Private room,23,31,5,2021-01-13,0.34,13,335
40331565,#4 cozy room near strip,311051031,Yunfeng,,City of Las Vegas,36.14015,-115.2058,Private room,23,31,4,2020-11-30,0.25,13,232
40332607,Fully remodeled downtown Las Vegas 2 bedroom,118125472,Joseph,,City of Las Vegas,36.18164,-115.13765,Entire home/apt,98,31,2,2021-01-08,0.17,7,341
40332665,2BEDROOM 2 BATH CONDO-FREE PARKING-NEAR MGM GRAND,64646820,Michelle,,Unincorporated Areas,36.09897,-115.16778,Private room,193,2,3,2020-01-23,0.18,25,33
40341489,2BEDROOM 2 BATH CONDO-SLEEPS 6-WALK TO THE STRIP,64646820,Michelle,,Unincorporated Areas,36.098,-115.1686,Entire home/apt,199,2,2,2020-03-14,0.13,25,27
40341811,Family Condo w/kitchen-Near MGMGrand-Walk to strip,64646820,Michelle,,Unincorporated Areas,36.09938,-115.16859,Private room,178,2,3,2020-07-14,0.20,25,19
40347520,BEAUTIFUL CLEAN WHITE ROOM,205023875,Deaysana,,Unincorporated Areas,36.10245,-115.078,Private room,51,2,0,,,1,88
40348282,2 BR 2 BATH CONDO near MGM GRAND-walk to strip,64646820,Michelle,,Unincorporated Areas,36.09904,-115.16655,Entire home/apt,132,4,3,2021-03-26,0.19,25,40
40349487,E27D1 One-Bedroom | Balcony | Pool | Gym | View,18273973,Alex,,Unincorporated Areas,36.1068,-115.16767,Entire home/apt,138,2,39,2021-04-11,2.32,228,43
40352392,Very close to THE STRIP-NEAR MGM GRAND-Nice condo,64646820,Michelle,,Unincorporated Areas,36.09928,-115.16628,Entire home/apt,173,2,2,2020-02-14,0.14,25,16
40352414,Extra Clean*High End Property*Discounted Price,22569090,Scott,,City of North Las Vegas,36.26297,-115.10773,Entire home/apt,451,2,44,2021-04-11,2.78,3,209
40353535,"Sanitized, Spacious Home with Heated Pool!",83523432,Ryan,,City of Henderson,36.06536,-115.08413,Entire home/apt,251,3,81,2021-04-18,4.92,1,58
40353556,Welcome Back To Fun in The Sun Off The Strip !!!,144445414,Eugene,,Unincorporated Areas,36.00789,-115.17524,Entire home/apt,154,3,1,2020-01-11,0.06,1,353
40356306,💜Modern King Bed HOME💛MTN&POOL View | Near Strip🔥,58532118,Jerry,,Unincorporated Areas,36.01507,-115.15843,Entire home/apt,345,1,55,2020-11-15,3.35,6,0
40365740,2 BEDROOM CONDO W/KITCHEN-WALK TO THE STRIP,64646820,Michelle,,Unincorporated Areas,36.09791,-115.16764,Entire home/apt,157,3,6,2020-08-28,0.38,25,36
40371035,2br2ba CONDO-Walk to the Strip! Near MGM GRAND,64646820,Michelle,,Unincorporated Areas,36.09734,-115.16786,Entire home/apt,179,3,8,2021-03-25,0.51,25,38
40372622,COZY 1 BEDROOM CONDO CLOSE TO THE STRIP,301486377,Davit,,Unincorporated Areas,36.10502,-115.21417,Entire home/apt,77,2,34,2021-04-10,2.02,3,69
40373710,30+days or more Rental at great location(roomC）,94556914,Jie,,Unincorporated Areas,36.12312,-115.22797,Private room,25,29,3,2020-05-01,0.19,2,351
40375823,A12C1 Signature at MGM Studio | Kitchenette | Pool,18273973,Alex,,Unincorporated Areas,36.10519,-115.16717,Entire home/apt,128,2,52,2021-04-15,3.11,228,92
40377896,Large Mesquite Home with Putting Green & BBQ,384091113,RedAwning Guest Services,,City of Mesquite,36.83446,-114.08651,Entire home/apt,210,1,5,2021-02-26,0.45,94,221
40377906,Ray Zaelit,384091113,RedAwning Guest Services,,City of Mesquite,36.80227,-114.08863,Entire home/apt,167,1,1,2020-11-29,0.21,94,250
40377908,Sue Coppes,384091113,RedAwning Guest Services,,City of Mesquite,36.83283,-114.06153,Entire home/apt,183,1,1,2020-10-18,0.16,94,245
40378773,NEAR MGM-1BR 1BA CONDO KITCHEN-FREE PARKING,64646820,Michelle,,Unincorporated Areas,36.09795,-115.16685,Entire home/apt,148,5,8,2021-04-06,0.50,25,44
40381477,"Claudia Home. ❤
Great Place!! 
Great energy!",311670855,Claudia,,City of Las Vegas,36.19358,-115.24089,Entire home/apt,39,1,24,2021-01-13,1.50,1,0
40381499,#18308 Strip View Balcony Suite NO RESORT FEE!,225650025,EProNet,,Unincorporated Areas,36.11441,-115.19907,Entire home/apt,66,1,10,2021-04-14,4.17,7,17
40384671,My soleil,142254779,Germaine,,Unincorporated Areas,36.10009,-115.21787,Entire home/apt,110,5,0,,,1,365
40387562,"Bluegreen Vacations Club 36, Ascend Collection",73776383,Kani,,Unincorporated Areas,36.10256,-115.15526,Entire home/apt,1245,2,1,2019-12-06,0.06,40,89
40395928,Great location 2 bedroom on the strip,184847405,Jazz,,Unincorporated Areas,36.11852,-115.16883,Private room,393,2,3,2021-04-11,0.39,4,88
40399103,Entire Place_ House in a Gated Community,212539123,Shadia,,City of Las Vegas,36.26083,-115.20776,Entire home/apt,100,30,22,2021-03-21,1.37,4,337
40402513,Gorgeous single story home 10 min. from strip,309632110,Tai,,Unincorporated Areas,36.11074,-115.29229,Entire home/apt,144,1,70,2021-04-22,4.24,1,113
40403439,"Luxury Home, 5 BDR, BBQ, Billiard, Pool w/heater",312431426,Alex,,Unincorporated Areas,36.05405,-115.10057,Entire home/apt,767,3,22,2021-03-28,1.33,2,134
40407544,Las Vegas Hidden Gem!,312471648,Grant,,City of Henderson,36.03893,-115.11155,Entire home/apt,241,3,48,2021-04-15,3.00,1,339
40408578,Full 2 Bedroom Condo-Very Attractive and Relaxing,310532539,Weston,,City of Mesquite,36.8014,-114.09028,Entire home/apt,79,1,83,2021-03-28,4.96,1,141
40420848,"Hilton Grand Vacations at Flamingo: 1-BR, Sleep 4",27042710,Igor,,Unincorporated Areas,36.11794,-115.16986,Entire home/apt,275,7,1,2019-12-07,0.06,29,0
40421398,Wyndham Grand Desert Resort ~ 2B ~ Sleeps 8 ~Vegas,243470944,Resort Stay,,Unincorporated Areas,36.10711,-115.16159,Entire home/apt,171,2,16,2021-04-11,0.99,6,0
40432760,"🏠 MODERN, LUXURY, RESORT STYLE  OASIS 🏠",60215387,Eddie,,Unincorporated Areas,36.13678,-115.2634,Entire home/apt,360,3,23,2021-03-25,2.21,2,144
40434389,🏡Gorgeous Luxury Las Vegas Home w/ Strip views !,60215387,Eddie,,Unincorporated Areas,36.14213,-115.24998,Entire home/apt,360,3,35,2021-04-08,2.20,2,137
40436428,Walk to STRIP! MODERN HIP LUXURY PAD w/Vizio Cable,26805375,Ace,,Unincorporated Areas,36.10827,-115.16312,Entire home/apt,109,2,39,2021-04-05,2.30,4,76
40437072,Las Vegas Perfect complete house ( minimum 30 days,22348475,Arturo,,City of Henderson,36.03027,-115.11232,Entire home/apt,99,30,0,,,12,191
40448844,"On The Heart Of The Strip, Four Night Stay",109918256,Michael,,Unincorporated Areas,36.11075,-115.17608,Entire home/apt,93,4,3,2020-12-07,0.20,8,70
40449050,"On The Heart Of The Strip, Two Bedroom Suite",109918256,Michael,,Unincorporated Areas,36.10955,-115.17615,Entire home/apt,121,7,3,2021-01-18,0.20,8,218
40449420,Condo In Gated Southwest Community,48248206,Hayley,,Unincorporated Areas,36.06921,-115.24863,Entire home/apt,78,31,1,2020-02-14,0.07,41,81
40456031,Calm top floor condo close to the strip,26444767,Deanna,,Unincorporated Areas,36.11705,-115.16261,Entire home/apt,80,30,3,2021-03-31,0.38,1,0
40456078,"Cute condo Across Unlv, Near Airport and Strip",313006652,David,,Unincorporated Areas,36.10612,-115.13317,Private room,55,2,2,2020-04-29,0.12,1,0
40456779,Grandview Las Vegas A Family Friendly Resort,36920361,Maria Julieta,,Unincorporated Areas,36.0097,-115.17502,Private room,49,4,1,2020-01-25,0.07,2,0
40468708,Southern Las Vegas Upgraded Home,48248206,Hayley,,Unincorporated Areas,35.97727,-115.16744,Entire home/apt,133,31,0,,,41,81
40477078,Enchanting 2 Bedroom / 2 Bath Condo with Amenities,4501673,Lee,,City of Las Vegas,36.17404,-115.25657,Entire home/apt,90,28,3,2021-03-31,0.76,9,264
40489386,Heart of the Strip,131612734,Damon,,Unincorporated Areas,36.12356,-115.17425,Entire home/apt,47,1,52,2021-04-19,6.64,9,131
40490488,Cute Little Hideout Super Close To Strip,226899791,Rebecca,,Unincorporated Areas,36.11289,-115.20673,Private room,100,1,3,2020-07-26,0.19,1,0
40490984,Private Cozy apartment with own entrance!,302650780,Maikel And Leidy,,City of North Las Vegas,36.26728,-115.20665,Entire home/apt,90,1,34,2021-04-17,2.02,2,7
40491760,Room in a clean appt. Close to downtown Las Vegas,35832471,Emigdio,,City of Las Vegas,36.16163,-115.13926,Private room,46,2,5,2021-02-28,0.31,1,70
40493137,BEAUTIFUL & BIG 2 Bdrm Suite@Wyndham Grand Desert,27647066,Ava,,Unincorporated Areas,36.10814,-115.1622,Entire home/apt,420,2,0,,,19,0
40493443,*HUGE* 3bdrm Suite @Wyndham Grand Desert,27647066,Ava,,Unincorporated Areas,36.10653,-115.16186,Entire home/apt,297,3,2,2020-09-18,0.26,19,0
40516713,Welcome to Las Vegas House! 5 min from Strip!,102009676,Frankie,,Unincorporated Areas,36.06343,-115.12174,Entire home/apt,332,2,35,2021-03-14,2.08,3,142
40517811,Home and Yard walking distance of Downtown!,175682195,Gustavo,,City of Las Vegas,36.17587,-115.14243,Entire home/apt,75,3,4,2021-02-06,0.25,1,68
40528163,舒适温馨的家 4bd 3.5ba sleeps 12,60859369,Celine,,Unincorporated Areas,36.03984,-115.23908,Entire home/apt,280,3,63,2021-04-19,3.92,9,277
40532298,Creamsicles Art studio,109074194,Jessica,,City of Las Vegas,36.15767,-115.15265,Entire home/apt,67,1,40,2021-03-29,2.39,10,3
40535841,Perfect Getaway (302),99548307,Betty,,Unincorporated Areas,36.12551,-115.15351,Entire home/apt,97,1,28,2021-04-06,1.76,5,34
40536301,"3BD w/Pools, Cabanas, Movie Theater, Gym & more!",263243483,Luxorts,,Unincorporated Areas,36.1061,-115.16074,Entire home/apt,295,3,5,2020-10-04,0.32,32,264
40538226,GREAT HOME SLEEPS 14 - Close to Airport/Strip,314010319,Brian,,Unincorporated Areas,36.10932,-115.11439,Entire home/apt,850,3,2,2020-03-14,0.13,1,297
40542044,Stylish 5 Bedrooms House w/Pool | 10 guest+,246927342,Hugo,,City of Las Vegas,36.20462,-115.29786,Entire home/apt,492,3,2,2020-01-20,0.12,2,133
40544824,Luxury 2BR Panoramic Suite Center Strip Las Vegas,278698569,Andrew,,Unincorporated Areas,36.10913,-115.16914,Entire home/apt,1025,1,0,,,1,90
40552604,Las Vegas Condo 1 Block from Strip 1BR 745 sq ft,32867463,Scott,,Unincorporated Areas,36.11766,-115.16214,Entire home/apt,175,4,2,2020-01-24,0.13,10,363
40556025,C317 - Downtown Urban Loft,231358635,Michael,,City of Las Vegas,36.16468,-115.147,Entire home/apt,245,31,1,2020-09-14,0.14,2,1
40560084,1 full week during the Consumer Electronics Show,293393162,Joel,,Unincorporated Areas,36.10743,-115.16232,Entire home/apt,1995,5,0,,,2,179
